Video maker	Inviatemi le foto dei  momenti più importanti della vostra vita  e per soli 15.00 Euro vi creerò un video tanto  personalizzato e curato che li renderà ancora più emozionanti. PS posso anche creare dei video per pubblicizzare la vostra attività	Vomero / Arenella	Oggi, 01:49	https://www.kijiji.it/annunci/cerco-lavoro-servizi/napoli-annunci-vomero-arenella/video-maker/75059271
Realizziamo il tuo sito web	"Realizziamo siti web, a privati ed aziende che sono gia' presenti sul web e che vogliono dare un nuovo aspetto al proprio sito internet, o a chi (aziende e privati) non hanno ancora la propria visibilita' nella grande rete.  Ci occupiamo di  - restyling di siti web esistenti,  - progettazione da zero di siti,  - realizzazione di blog personali ed aziendali,  - creazione community e social network, - creazione siti e-commerce, - creazione e gestione di pubblicità online, - ottimizzazione SEO,  - indicizzazione  - creazione di menu, brochures, biglietti da visita e tutti i servizi che sono correlati al mondo dei siti web e di internet.   Il nostro motto e' ""La Qualita' alla portata di Tutti"" perche' ci prefiggiamo come traguardo il fornire ai nostri clienti un prodotto di qualita' che rispecchi i gusti e le aspettative del cliente ed allo stesso tempo contenere i prezzi per rendere accessibile il tutto a chiunque voglia avere un proprio spazio sul web.  "	Milano	Ieri, 19:21	https://www.kijiji.it/annunci/cerco-lavoro-servizi/milano-annunci-milano/realizziamo-il-tuo-sito-web/117652412
Illustratore	Eseguo in modo professionale illustrazioni per libri,siti, copertine,etc. liceo Artistico e Accademia di belle arti e oltre trent'anni di esperienza.	Taranto	Ieri, 18:13	https://www.kijiji.it/annunci/cerco-lavoro-servizi/taranto-annunci-taranto/illustratore/114978802
Cerco	Eseguo lavori a domicilio principalmente il sabato su :  PC e informatica in genere Telefonia Audio/Video Antennista Elettricità Siti web  Telegram @Goose80	Taurianova	Ieri, 17:38	https://www.kijiji.it/annunci/cerco-lavoro-servizi/reggio-calabria-annunci-taurianova/cerco/167581612
Grafico pubblicitario e web master	Salve sono un grafico con esperienza decennale e un web master da 3 anni. Conoscenza eccellente dei programmi di grafica photoshop,corel draw e illustrator. Inoltre creo anche video con adobe Per quanto riguarda graficamente offro i seguenti servizi Ideazione Loghi Ideazione Grafica Brochure Ideazione Packaging Ideazione Grafica Cataloghi Ideazione Etichette Ideazione locandine Brand Identity Ideazione Infografiche Ideazione Pieghevoli e volantini Ideazione Buste e carta intestata Ideazione Calendari Ideazione Gadget pubblicitari Ideazione Menù Ideazione Bigliettini da visita Ideazione Grafica per siti web Ideazione Grafica per fecebook Ideazione Grafica per eventi Ideazione Grafica voucher Ideazione Grafica per social Ideazione Grafica per calendari  Ideazione Roll-up Ideazione Abbigliamento (t-shirt, polo, ecc...) Ideazione Cosmetici Ideazione Viaggi ecc. e tanto altro ancora...  Web master buone conoscenze di word press. -Gestione e manutenzione di siti web (WordPress) -Supporto tecnico su WordPress -SEO copywriter e gestione progetti SEO -Caricamento e aggiornamento dei contenuti -Ottimizzazione delle performance del sito -Ottimizzazione per i motori di ricerca (SEO)  Lavoro da remoto! Per maggiori informazioni contattatemi in privato.	Vomero / Arenella	Ieri, 17:37	https://www.kijiji.it/annunci/cerco-lavoro-servizi/napoli-annunci-vomero-arenella/grafico-pubblicitario-e-web-master/167591285
Videomaker / edito qualsiasi tipo di videoclip	Salve, mi chiamo Adam Petru MIrcea e sono un ragazzo giovane con conoscenze di EDITING VIDEO di qualsiasi tipo, da videoclip musicali a video pubblicitari per social e soprattutto per YouTube e altre piattaforme, non importa la durata, edito video da 10 minuti o meno a video da 2 ore. Dispongo di attrezzatura giusta e Pc professionale, uso Adobe Premiere come principale programma di EDITING VIDEO. Chiedo 16 euro all'ora, ci metto la passione in ciò che faccio quindi non esitate a contattarmi anche solo per un preventivo! lascio il mio numero 333 8005276 mi potete scrivere su WhatzApp se preferite, anche per email va benissimo.	San Marino	Ieri, 15:47	https://www.kijiji.it/annunci/cerco-lavoro-servizi/rimini-annunci-san-marino/videomaker-edito-qualsiasi-tipo-di-videoclip/166817279
Sviluppatore App Mobile Flutter/Android	Sviluppatore Mobile libero professionista con esperienza è disponibile ad essere inserito in progetti mobile da remoto con motivazione e crescita in questo settore. Ambienti di sviluppo utilizzati: Android Studio Disponibile a fornire Portfolio  Per maggiori info Tel.340-6285340	Milano	Ieri, 13:43	https://www.kijiji.it/annunci/cerco-lavoro-servizi/torino-annunci-torino/programmatore-java/119343685
Realizzazione siti web e ottimizzazione internet	Realizziamo siti web professionali, dinamici e responsive, ottimizzati per i motori di ricerca più popolari. Costruiamo siti internet a pagina singola, a più sezioni, economici, veloci e ottimizzati per i più moderni sistemi di navigazione. Aggiustiamo siti web bloccati, lontano dalle prime pagine nelle ricerche web, con diverse soluzioni e costi ridotti. 	Sassari	Ieri, 11:48	https://www.kijiji.it/annunci/cerco-lavoro-servizi/sassari-annunci-sassari/realizzazione-siti-web-e-ottimizzazione-internet/116419866
Programmatore app (stage)	Azienda inglese settore servizi cerca programmatore app da assumere con regolare contratto di tirocinio formativo.  L'offerta è riservata a soggetti di età inferiore ai 29 anni che abbiano conseguito un titolo di laurea presso un ateneo legalmente riconosciuto entro e non oltre i 12 mesi (neolaureati).  Lo stage permetterà al candidato di formare esperienza nel campo della programmazione, del design e della gestione di un'app per Android e iOS in qualità di programmatore app durante il corso dell'internship.  L'obiettivo dello stage è quello di formare una figura di programmatore e sviluppatore software mobile che sia in grado di realizzare e gestire l'applicazione coordinandosi con il team aziendale.  Il candidato ideale è un neolaureato in discipline legate all'informatica, con ottima conoscenza della lingua italiana ed inglese oltre alla dimestichezza con la programmazione in Unity.  Corsi ed attestati specifici saranno considerati titoli preferenziali nella scelta.  Completano il profilo: ottima cultura personale, sensibilità, efficacia comunicativa, predisposizione al lavoro in team, ottime capacità relazionali e di problem solving, autonomia, dinamismo e flessibilità oltre a disponibilità totale al lavoro in mobilità - online ed un interesse nel settore operativo dell'azienda.  La durata dello stage è di 6 mesi.  Non è previsto rimborso spese.  Orario part time (4 ore al giorno).  Sede lavorativa: telelavoro / remoto.	Torino	Ieri, 10:58	https://www.kijiji.it/annunci/cerco-lavoro-servizi/torino-annunci-torino/programmatore-app-stage/165369411
Esperto di marketing	Dopo anni di studi, ricerche, test, errori e risultati incoraggianti svolti prima di tutto su di me e sui miei business, ho deciso di offrire le mie competenze a imprenditori interessati a comprendere il funzionamento del marketing online e sviluppare strategie personalizzate.  Queste sono alcune delle competenze che ho maturato negli ultimi anni:  - Agenzia Web con competenze di marketing. - Formatore con oltre 2000 ore di aula (anche a distanza). - Auto pubblicatore di libri: grafica, impaginazione, lancio e promozione. - Creatore di contenuti video informativi per la diffusione del buon marketing.  Se stai cercando una persona dalla comprovata esperienza nel settore Web e Marketing, sono la persona giusta per te.  Posso offrire consulenze singole oppure una collaborazione continuativa.  Contattami per capire come possiamo iniziare un rapporto di lavoro basato sulla professionalità e sull'aumento del profitto.	Milano	Ieri, 10:45	https://www.kijiji.it/annunci/cerco-lavoro-servizi/milano-annunci-milano/esperto-di-marketing/164648805
Consulenza informatica e Social marketing e management	Laureato in informatica con 17 anni di esperienza lavorativa è disponibile per:  Consulenza informatica per aziende e professionisti. Collaborazione sviluppo progetti software. Implementazione app Android. Realizzazione siti web. Realizzazione siti e-commerce. Creazione e gestione pagine social per aziende e professionisti, con relativo supporto di social marketing e management. Creazione campagne mediante MailChimp. Gestione annunci tramite Google Ads.  Principali skill: SQL server, Visual Studio, ASP, Wordpress, MS Dynamics NAV, VMWare, MS Office, MS Windows, Google Ads, MailChimp, Social marketing e management.  Disponibile a fornire collaborazione in modalità Smart Working.  Garantita precisione, puntualità e professionalità.	Battipaglia	Ieri, 10:44	https://www.kijiji.it/annunci/cerco-lavoro-servizi/salerno-annunci-battipaglia/consulenza-informatica-e-social-marketing-e-management/150418688
Web agency SWSD Studio - Realizzazione siti web Alessandria	Agenzia di comunicazione creativa e web agency di Alessandria specializzata in realizzazione siti internet, grafica, web design, redazione testi e servizi per le imprese, offre assistenza ad aziende, agenzie, enti, associazioni culturali, privati e artisti per l'ideazione di contenuti ad alto impatto creativo. Massima qualità. Prezzi onesti.   Nelle foto: alcune creazioni  Realizziamo:  - Siti internet e vetrine aziendali (html, php, css) - Siti web mobile e siti in Wordpress - E-commerce e cataloghi - Loghi, brochure, biglietti da visita - Flyer, locandine, manifesti  - Grafica CD/DVD  - Immagine coordinata - Packaging prodotti, etichette vino e gadgets - Contenuti web per blog, email marketing, newsletter  - Headlines, rubriche, pubbliredazionali  - Posizionamento sui motori di ricerca  - Seo copywriting  - Piani editoriali e business plan  - Lettere commerciali e comunicati stampa  - Presentazioni aziendali, schede prodotti e case studies  - Banner pubblicitari - Spot radiofonici e televisivi  - Testi promozione eventi e produzioni musicali  - Libri, riviste, manuali e pubblicazioni editoriali in genere  - Testi e strategie per produzioni below the line  - Testi promozione campagne elettorali e iniziative non-profit  - Correzione bozze, battitura testi, trascrizioni  - Didattica e narrativa per l'infanzia   Disponibili TRADUZIONI.   Se interessati a visionare tutti i lavori di design e comunicazione svolti dallo studio grafico, o per avere l'elenco completo delle offerte e promozioni attive (dalla realizzazione siti web al branding), richiedere Portfolio web agency a:   Paola 334.7605258 - 0131.237574   Vuoi ottimizzare costi e tempi di progetti web o prodotti stampati? Contattaci. Il nostro obiettivo e' garantire prestigio alla tua immagine.  Maggiori info: - SWSD Studio (sito web) - - SWSD Design (facebook swsd. it) - SWSD Blog (sitiwebseodesign. com)	Alessandria	Ieri, 10:11	https://www.kijiji.it/annunci/cerco-lavoro-servizi/alessandria-annunci-alessandria/web-agency-swsd-studio-realizzazione-siti-web/87779122
Servizi di Rendering fotorealistico | Graphic Design	Servizi di rendering per architettura e design, prodotti di arredamento e oggettistica. Creazione del modello 3D a partire dai tuoi disegni o i tuoi progetti Cad e garanzia di scatti emotivi importanti per il successo del progetto. Possibilità di seguire l'intero progetto promozionale inclusa la creazione di brouchure, cataloghi e pieghevoli.  Ottima conoscenza dei software 3DS, Vray, Corona Render, Keyshot, Autocad, Illustrator, Photoshop, Indesign.   	Roma	26 ottobre, 14:52	https://www.kijiji.it/annunci/cerco-lavoro-servizi/roma-annunci-roma/servizi-di-rendering-fotorealistico-graphic-design/167460637
Social Media Manager - Migliora la tua presenza online	"Migliora la tua presenza online e acquisisci nuovi clienti  Quanto ti costa non essere conosciuto online?  Al giorno d'oggi avere una buona presenza online e sapersi promuovere correttamente sui social network offre un vantaggio competitivo straordinario!   Mi chiamo Gabriele ho 28 anni e risiedo in provincia di milano. aiuto attività commerciali a migliorare la loro presenza online e aumentare le vendite essendomi anche qualificato come social media manager con professionisti del settore e avendo conseguito il corso ""google digital training"".  Se siete interessati alla crescita e al miglioramento della vostra presenza online sui vostri profili social (strumenti fondamentali ad oggi per un buon marketing e aumentare le vendite della vs attività) e non avete le conoscenze o il tempo a cui dedicare posso aiutarvi.  Servizi Instagram:  - aumento dei followers reali in target (potenziali clienti)  - miglioramento della reputazione e conoscenza del vs   brand (brand awareness)  - aumento del traffico alla pagina  - pubblicazione e promozione dei contenuti  - gestione campagne a pagamento targettizzate finalizzate   ad aumentare le vendite  - promozione sul mio profilo personale e passaparola  - assistenza via whatsapp dalle 9.30 alle 22.30 7/7  Servizi Facebook:  - gestione campagne a pagamento targettizzate finalizzate  ad aumentare le vendite   - pubblicazione contenuti   - monitoraggio giornaliero della pagina  - installazione e configurazione pixel di facebook sul vostro  sito per campagne di retargeting  - assistenza via whatsapp dalle 9.30 alle 22.30 7/7  Offro inoltre servizi di consulenza personalizzata e creazioni siti web a prezzi onesti.  Profilo Instagram personale:gabmi7  Profilo Instagram di lavoro: gabrielemonismm  Pagina Facebook di lavoro: gabmediamanager  Rimango a disposizione, invio brief con prezzi e servizi e relativo sito web previa richiesta  Cordiali Saluti  Gabriele Moroni"	Milano	14 ottobre, 04:36	https://www.kijiji.it/annunci/cerco-lavoro-servizi/milano-annunci-milano/social-media-manager-migliora-la-tua-presenza-online/141305274
Fotografo Amatoriale	Cerco modello/modella/modelli anche prima esperienza, per accrescere la mia esperienza nel settore. 	Barga	Ieri, 05:40	https://www.kijiji.it/annunci/cerco-lavoro-servizi/lucca-annunci-barga/fotografo-amatoriale/167574229
Creazione curriculum vitae	Creazione di curriculum vitae professionali, scegli se affidarti completamente a noi inviando il materiale richiesto o insieme al nostro operatore realizzare il tuo cv in videochiamata skype condividendo lo schermo.	Rovereto	Ieri, 05:38	https://www.kijiji.it/annunci/cerco-lavoro-servizi/trento-annunci-rovereto/creazione-curriculum-vitae/167574164
Realizzazione siti web	Realizzazione, indicizzazione, posizionamento siti web. Visitate il nostro sito, troverete serietà, professionalità a prezzi mai visti!	Roma	Ieri, 05:33	https://www.kijiji.it/annunci/cerco-lavoro-servizi/roma-annunci-roma/realizzazione-siti-web/46938903
Riparazione smartphone,notebook, pc, piccoli e medi elettrodomestici	Si effettuano le seguenti riparazioni su smartphone, smartwach e tablet, sostituzione vetri e display, firmware, connettori di ricarica, telefoni caduti in acqua sia dolce che salata, TV, notebook, pc, piccoli e medi elettrodomestici ecc. Ecc. Per qualsiasi informazione non esitate a contattarmi al numero 3895111970 Mauro anche su whatsapp  PS anche per corrispondenza 	Squinzano	Ieri, 04:27	https://www.kijiji.it/annunci/cellulari-e-accessori/lecce-annunci-squinzano/riparazione-cellulari/102608216
Grafica Stampa, web e social	Realizzazioni grafiche di ogni genere, stampati pubblicitari, cataloghi, listini, volantini, cartellonistica, vetrofanie, automezzi, siti web, social, videospot. Per tutte le necessità aziendali o commerciali. Servizi efficaci e rapidi tempi di progettazione e consegna, per qualsiasi info richiedete pure un preventivo.	Brescia	Ieri, 03:42	https://www.kijiji.it/annunci/cerco-lavoro-servizi/brescia-annunci-brescia/grafica-stampa-e-web-design/73480157
Come creare quiz e questionari	Guru informatica ti aiuta a creare ogni tipo di quiz , questionario, personality type quiz, sondaggio con analisi e marketing virale 	Limena	Ieri, 02:50	https://www.kijiji.it/annunci/cerco-lavoro-servizi/padova-annunci-limena/come-creare-quiz-e-questionari/115199939
Siti web internet responsive e mobile	Realizzazione siti web internet per privati, aziende e associazioni. Siti con grafica accattivante, blog, moduli contatto per richieste info, collegamenti con i più importanti social network, visibili su tutti i dispositivi, anche smartphone e tablet naturalmente. Consulenza, aiuto nella creazione, personalizzazione siti con CMS WordPress. Lavoro di web marketing di base, consulenza e ottimizzazione iniziale SEO per posizionamento siti web sui motori di ricerca. Per info 328.21.36.478.	Roma	Ieri, 02:38	https://www.kijiji.it/annunci/cerco-lavoro-servizi/roma-annunci-roma/siti-web-internet-responsive-e-mobile/127680704
Gestione e-commerce	Salve cerco lavoro settore e-commerce. Ho esperienza e le mie competenze sono: -Realizzazione sito e-commerce; -Data entry prodotti; - Seo on e off page; - Marketplaces; - Campagne pubblicitarie; Per maggiori info contattare al 3895554623	Montelanico	Ieri, 02:10	https://www.kijiji.it/annunci/cerco-lavoro-servizi/roma-annunci-montelanico/gestione-e-commerce/162111993
Copywriter - Ghostwriter - Editor	Libero professionista, con consolidata esperienza nel settore, si propone come copywriter, ghostwriter, correttore bozze, editor, e per redigere testi di qualsiasi tipo: romanzi, autobiografie, articoli, giornali, riviste, blog  Spinadipesce	Verona	Ieri, 01:57	https://www.kijiji.it/annunci/cerco-lavoro-servizi/verona-annunci-verona/copywriter-ghostwriter-editor/154537288
Regia video moble troupe eng produzioni cine tv	Siamo un service video attivo nel centro Italia dal 1990 con un team di professionisti del settore disponiamo di un ricco portfolio clienti tra i quali network televisivi italiani e internazionali (Rai, La7, Sky, Telelombardia, EITB, Antenna Gr, ARD, ZDF, EBS Europe by Satellite, RSI Svizzera Italiana) nonchè clienti istituzionali e grosse aziende private italiane ed estere. Disponiamo su richiesta di: Troupe eng equipaggiate complete con assistente fonico dotato di boom audio Sennheiser, recorder esterno; Regia video Fly e/o Obvan fino a 6 camere triax hd; Jimmy Jib triangle Stanton di 9 metri con testa remotata, video assist e dolly su 3 ruote gommate. Steadicam Tiffen x camere HD e cineprese fino 9 Kg di peso Mini Jib professionale di 3 metri completo di stativo e dolly Postazione editing digitalecon montatore esperienza Rai e Mediaset. Set luci, microfoni, radiomicrofoni e accessori cinematografici e video.  Contattaci 338 20 84 070 (Italiano, Inglese e Spagnolo)	Pesaro	Ieri, 01:27	https://www.kijiji.it/annunci/cerco-lavoro-servizi/annunci-pesaro-urbino/regia-video-moble-troupe-eng-produzioni-cine-tv/2015949
Assistenza informatica per riparazioni, assemblaggio, corsi	Offro servizio di assistenza informatica per riparazioni, aggiornamento sistema, assemblaggio PC e corsi.  Offro inoltre servizi grafici come sviluppo siti, impaginazione, design vettoriale e rendering 3D grazie a più di 10 anni di esperienza nell'utilizzo di software dedicati.  Base operativa a Piacenza e provincia di Lodi ma disponibile a spostamenti e servizio a domicilio. Lavoro regolarmente fatturabile.	Piacenza	Ieri, 00:52	https://www.kijiji.it/annunci/cerco-lavoro-servizi/piacenza-annunci-piacenza/assistenza-informatica-per-riparazioni-assemblaggio-corsi/155917207
Assistenza Informatica	Offro Assistenza Informatica per privati ed Aziende. Mi occupo di riparazioni hardware e di installazioni di software e sistemi operativi. Velocizzo pc lenti e sblocco smartphone bloccati. Recupero dati da pc rotti smartphone e tablet.	Milano	Ieri, 00:14	https://www.kijiji.it/annunci/cerco-lavoro-servizi/milano-annunci-milano/assistenza-informatica/167519984
Grafica e Pubblicità	Grafica e Pubblicità L.P. offresi. Vasta esperienza nel settore. Ottima conoscenza programmi Mac. (illustrator, In Design, Photoshop, Xpress,Wordpress) siti internet e filmati in dvd.  	Brescia	28 ottobre, 23:58	https://www.kijiji.it/annunci/cerco-lavoro-servizi/brescia-annunci-brescia/grafica-e-pubblicita/161178155
Tecnico PC	Hai bisogno di aiuto o di informazioni? Hai problemi con il tuo PC? Devi effettuare configurazioni? Contattami scrivendo il tuo nome, numero di telefono, tipo di PC e il problema, ti contatterò in tempi rapidi.	Aprilia	28 ottobre, 21:16	https://www.kijiji.it/annunci/computer-e-software/latina-annunci-aprilia/tecnico-pc/167318475
Disegnatore cad Catia v5	Disegnatore cad catia v5 si offre per collaborazioni, realizzazione disegni 3d anche da casa... Moduli conosciuti  Modulo Mechanical design (Modellazione Solida)  Part design;  Assembly design;  Drafting;  Generative Dheetmetal Design;  Modulo Shape (Modellazione Superfici)  FreeStyle;  Sketch tacer;  Imagine e Shape;  Generative Shape Design.  Modulo Analysis e Simulation (Analisi F.E.M)  Generative Structural Analysis.  Modulo Machinig (lavorazioni e simulazione Cam).  Per saperne di piu' contattatemi	Roma	28 ottobre, 17:34	https://www.kijiji.it/annunci/cerco-lavoro-servizi/roma-annunci-roma/disegnatore-cad-catia-v5/65373706
